stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type
010001,010001,ΣΤΡΟΦΗ,Επί της ΕΛ.ΒΕΝΙΖΕΛΟΥ,37.998608264,23.664984624,0
010002,010002,ΚΟΛΩΝΕΣ,Επί της ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,37.996719436,23.663182324,0
010003,010003,ΑΓ.ΒΑΡΒΑΡΑ,Επί της ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,37.994694735,23.661152961,0
010004,010004,ΔΗΜΑΡΧΕΙΟ,Επί της ΗΠΕΙΡΟΥ,37.992832656,23.659271010,0
010005,010005,ΚΡΗΤΗΣ,Επί της ΠΑΛΑΙΩΝ ΠΟΛΕΜΙΣΤΩΝ,37.990426162,23.656150363,0
010006,010006,ΚΟΥΝΤΟΥΡΙΩΤΟΥ,Επί της ΠΑΛΑΙΩΝ ΠΟΛΕΜΙΣΤΩΝ,37.988000744,23.655820045,0
010007,010007,ΔΗΜΑΡΧΕΙΟ ΑΓ.ΒΑΡΒΑΡΑΣ,Επί της ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,37.989966779,23.659341206,0
010008,010008,1Η ΑΓ. ΜΑΡΙΝΑΣ,Επί της ΑΓ.ΜΑΡΙΝΑΣ,37.995973523,23.667103600,0
010009,010009,ΛΥΚΟΥΡΓΟΥ,Επί της ΛΕΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,37.991445128,23.659425477,0
010010,010010,ΑΒΕΡΩΦ,Επί της ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,37.986628507,23.658126770,0
010011,010011,ΘΕΜΙΣΤΟΚΛΕΟΥΣ,Επί της ΠΑΛ.ΠΑΤΡΩΝ ΓΕΡMΑΝΟΥ,37.988492102,23.654337312,0
010012,010012,ΠΑΛ.ΤΕΡΜΑ,Επί της ΠΑΛ.ΠΑΤΡΩΝ ΓΕΡMΑΝΟΥ,37.990434856,23.652972991,0
010013,010013,ΒΕΝΕΤΙΑ,Επί της ΛΕΩΦ.ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ,37.987647176,23.658201758,0
010014,010014,ΑΦΕΤΗΡΙΑ 837,Επί της ΠΑΛ.ΠΑΤΡΩΝ ΓΕΡΜΑΝΟΥ,37.993002703,23.652698955,0
010015,010015,ΠΛ.19ς ΜΑIΟΥ,Επί της ΑΠ.ΠΑΥΛΟΥ,37.985065812,23.666332988,0
010016,010016,ΠΑΛ.ΤΕΡΜΑ,Επί της ΠΑΛ.ΠΑΤΡΩΝ ΓΕΡΜΑΝΟΥ,37.990523571,23.652494265,0
010017,010017,ΘΕΜΙΣΤΟΚΛΕΟΥΣ,Επί της ΠΑΛ.ΠΑΤΡΩΝ ΓΕΡΜΑΝΟΥ,37.988707168,23.653914947,0
010018,010018,ΚΝΩΣΟΥ,Επί της ΠΑΛ.ΠΑΤΡΩΝ ΓΕΡΜΑΝΟΥ,37.987466225,23.654877353,0
010019,010019,ΒΟΥΤΕΝΗΣ,Επί της ΣΙΦΝΟΥ,37.986845712,23.661553468,0
010020,010020,ΑΣΤΥΝΟΜΙΑ,Επί της ΧΙΟΥ,37.993314116,23.657469364,0
010021,010021,ΠΕΖΟΔΡΟΜΟ,Επί της ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,37.988154102,23.658962398,0
010022,010022,ΓΟΡΤΥΝΙΑΣ,Επί της ΣΙΦΝΟΥ,37.985753634,23.664166236,0
010023,010023,ΣΤ.ΣΑΡΑΦΗ,Επί της ΣΤΕΦ.ΣΑΡΑΦΗ,37.993081111,23.657925995,0
010024,010024,ΑΓ.ΒΑΡΒΑΡΑ,Επί της ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,37.995373342,23.662072352,0
010025,010025,ΚΟΛΩΝΕΣ,Επί της ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,37.996621210,23.663501672,0
010026,010026,ΣΤΡΟΦΗ ΑΓ.ΒΑΡΒΑΡΑΣ,Επί της ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,37.998013036,23.664850658,0
010027,010027,28ης ΟΚΤΩΒΡΙΟΥ,Επί της 28ης ΟΚΤΩΒΡΙΟΥ,37.995907608,23.662946864,0
010028,010028,ΣΤΡΟΦΗ ΑΓ.ΒΑΡΒΑΡΑΣ,Επί της ΙΕΡΑΣ ΟΔΟΥ,37.998932656,23.664960369,0
010029,010029,ΙΚΑ,Επί της ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,37.992518859,23.659841892,0
010030,010030,ΑΓ.ΕΛΕΟΥΣΑ,Επί της ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,37.990714604,23.659258030,0
010031,010031,28ης ΟΚΤΩΒΡΙΟΥ,Επί της 28ης ΟΚΤΩΒΡΙΟΥ,37.995610613,23.663096282,0
010032,010032,ΒΕΝΕΤΙΑ,Επί της ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,37.986041621,23.657765089,0
010036,010036,ΙΚΑ,Επί της ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,37.992772696,23.660353209,0
010037,010037,5η ΚΟΡΥΔΑΛΛΟΥ,Επί της ΛΕΩΦ.ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ,37.989474619,23.663705138,0
010040,010040,6η ΚΟΡΥΔΑΛΛΟΥ,Επί της ΛΕΩΦ.ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ,37.989092268,23.662374478,0
010041,010041,7η ΚΟΡΥΔΑΛΛΟΥ,Επί της ΛΕΩΦ.ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ,37.988419261,23.660270787,0
010042,010042,6η ΚΟΡΥΔΑΛΛΟΥ,Επί της ΛΕΩΦ.ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ,37.988921875,23.662671348,0
010043,010043,5η ΚΟΡΥΔΑΛΛΟΥ,Επί της ΛΕΩΦ.ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ,37.989331034,23.663922168,0
010044,010044,ΜΑΡΙΝΟΥ ΑΝΤΥΠΑ,Επί της ΜΑΡ.ΑΝΤΥΠΑ,37.987026701,23.664957577,0
010045,010045,ΠΛ.ΜΑΚΡΥΓΙΑΝΝΗ,Επί της ΗΡΑΚΛΕΙΟΥ,37.985645053,23.660875731,0
010046,010046,ΠΛ.ΜΑΚΡΥΓΙΑΝΝΗ,Επί της ΗΡΑΚΛΕΙΟΥ,37.985383848,23.660933871,0
010047,010047,ΜΑΡΙΝΟΥ ΑΝΤΥΠΑ,Επί της ΜΑΡ.ΑΝΤΥΠΑ,37.986765235,23.664924603,0
010048,010048,ΑΠΟΣΤΟΛΟΥ ΠΑΥΛΟΥ,Επί της ΚΟΡΥΔΑΛΛΟΥ,37.987670521,23.666332580,0
010049,010049,ΣΙΦΝΟΥ,Επί της ΜΑΡ.ΑΝΤΥΠΑ,37.986291239,23.663059184,0
010053,010053,ΑΠΟΣΤΟΛΟΥ ΠΑΥΛΟΥ,Επί της ΚΟΡΥΔΑΛΛΟΥ,37.987482029,23.666606742,0
010054,010054,ΣΤΕΦ.ΣΑΡΑΦΗ,Επί της ΣΤΕΦ.ΣΑΡΑΦΗ,37.993135154,23.657914355,0
010056,010056,ΓΕΦΥΡΑ,Επί της ΣΤΕΦ.ΣΑΡΑΦΗ,37.990258841,23.657494958,0
010057,010057,ΚΥΠΡΟΥ,Επί της ΚΥΠΡΟΥ,37.994523839,23.658158462,0
010058,010058,ΑΣΤΥΝΟΜΙΑ,Επί της ΣΤΕΦ.ΣΑΡΑΦΗ,37.991331818,23.657649407,0
010060,010060,ΑΣΤΟΡΙΑ,Επί της ΠΑΛ.ΠΑΤΡΩΝ ΓΕΡΜΑΝΟΥ,37.987529815,23.655047872,0
010062,010062,ΛΥΚΟΥΡΓΟΥ,Επί της ΛΥΚΟΥΡΓΟΥ,37.991828312,23.657920424,0
010065,010065,ΒΕΝΕΤΙΑ,Επί της ΛΕΩΦ.ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ,37.987521328,23.658316220,0
010066,010066,ΔΙΑΚΟΥ,Επί της ΠΑΠΑΔΙΑΜΑΝΤΗ,37.992059447,23.650699020,0
010067,010067,ΧΙΟΥ,Επί της ΧΙΟΥ,37.993672498,23.653663844,0
010069,010069,ΚΟΥΝΤΟΥΡΙΩΤΗ,Επί της ΣΤΕΦ.ΣΑΡΑΦΗ,37.987382360,23.657018654,0
010070,010070,ΠΡΟΦ.ΗΛΙΑΣ,Επί της ΠΑΠΑΔΙΑΜΑΝΤΗ,37.993541210,23.651933369,0
010071,010071,ΧΙΟΥ,Επί της ΟΔΥΣΣΕΩΣ,37.992761451,23.656481122,0
010072,010072,ΠΡΟΦ.ΗΛΙΑ,Επί της ΠΑΛ.ΠΑΤΡΩΝ ΓΕΡΜΑΝΟΥ,37.993200983,23.652698020,0
010074,010074,ΣΩΚΡΑΤΟΥΣ,Επί της ΔΕΛΗΓΙΑΝΝΗ,37.994191540,23.655472233,0
010075,010075,ΑΘ.ΔΙΑΚΟΥ,Επί της ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ,37.992080040,23.651564452,0
010078,010078,ΚΕΝΤΡΟ ΝΕΟΤΗΤΑΣ,Επί της ΧΑΝΙΩΝ,37.985764808,23.658654605,0
010079,010079,7η ΚΟΡΥΔΑΛΛΟΥ,Επί της ΧΑΝΙΩΝ,37.987840801,23.659704060,0
010080,010080,ΑΦΕΤΗΡΙΑ,Επί της ΝΕΣΤΟΥ,37.992895827,23.665580038,0
010081,010081,ΚΡΗΤΗ,Επί της ΚΡΗΤΗΣ,37.990665441,23.657846106,0
010084,010084,ΑΦΕΤΗΡΙΑ 830,Επί της ΝΕΣΤΟΥ,37.992607938,23.665763563,0
010085,010085,ΣΤ.ΑΓ.ΜΑΡΙΝΑ,Επί της ΙΕΡΑΣ ΟΔΟΥ,37.997155863,23.667690501,0
010086,010086,ΑΦΕΤΗΡΙΑ,Επί της ΣΙΦΝΟΥ,37.986100666,23.662604551,0
010087,010087,ΚΥΠΡΟΥ,Επί της ΧΙΟΥ,37.993139847,23.659531529,0
010100,010100,ΣΤ.ΑΓ.ΜΑΡΙΝΑ,Επί της ΙΕΡΑ ΟΔΟΣ,37.997254101,23.667371156,0
020004,020004,ΤΕΡΜΑ(ΕΝ.ΕΡΓ.ΠΙΤΣΟΥ),Επί της ΑΝΩΝΥΜΟΣ(ΕΜΠΡ.ΕΡΓ.ΠΙΤΣΟΥ),37.973297433,23.670382622,0
020005,020005,ΚΑΠΗ,Επί της ΛΕΩΦ.ΦΛΕΜΙΝΓΚ,37.954695029,23.670442997,0
020006,020006,ΜΕΡΚΟΥΡΗ,Επί της ΛΕΩΦ.ΚΗΦΙΣΟΥ,37.970290959,23.674995675,0
020007,020007,ΡΕΝΤΗΣ,Επί της ΕΝΤ.ΔΗΜΟΥ ΑΓ.ΙΩΑΝ.ΡΕΝΤΗ,37.962627047,23.667481867,0
020008,020008,ΓΕΦΥΡΑ ΠΕΤΡΟΥ ΡΑΛΛΗ,Επί της ΛΕΩΦ.ΚΗΦΙΣΟΥ,37.975647015,23.675871554,0
020009,020009,ΜΕΛΙΣΣΑ,Επί της ΘΗΒΩΝ,37.965860524,23.660420288,0
020010,020010,ΟΑΕΔ,Επί της ΛΕΩΦ.ΚΗΦΙΣΟΥ,37.973907586,23.675890589,0
020011,020011,1η ΛΑΧΑΝΑΓΟΡΑ,Επί της ΛΕΩΦ.ΓΕΩΡΓ.ΠΑΠΑΝΔΡΕΟΥ,37.958688623,23.680567749,0
020013,020013,ΣΙΔΕΡΑ,Επί της ΑΓ.ΙΩΑΝΝΟΥ ΡΕΝΤΗ,37.962853815,23.671203421,0
020014,020014,ΠΟΛΥΚΑΤΟΙΚΙΕΣ,Επί της ΑΓ.ΙΩΑΝΝΟΥ ΡΕΝΤΗ,37.961316637,23.669423020,0
020015,020015,Π.ΤΑΧΥΔΡΟΜΕΙΟ,Επί της ΑΓ.ΙΩΑΝΝΟΥ ΡΕΝΤΗ,37.959693155,23.669009106,0
020016,020016,ΔΕΛΗΓΙΑΝΝΗ,Επί της ΑΓ.ΙΩΑΝΝΟΥ ΡΕΝΤΗ,37.957754000,23.668516945,0
020017,020017,ΑΠΟΛΛΩΝ,Επί της ΑΓ.ΙΩΑΝΝΟΥ ΡΕΝΤΗ,37.957358948,23.665866441,0
020018,020018,ΦΩΛΙΑ-ΑΓ.ΑΝΝΗΣ,Επί της ΑΓ.ΑΝΝΗΣ,37.975426798,23.684377843,0
020019,020019,ΒΙΑΝΙΛ,Επί της ΑΓ.ΑΝΝΗΣ,37.974007538,23.682801300,0
020020,020020,2η ΑΓ.ΑΝΝΗΣ,Επί της ΑΓ.ΑΝΝΗΣ,37.972298027,23.680554329,0
020021,020021,ΣΧΟΛΕΙΟ-3η ΑΓ.ΑΝΝΗΣ,Επί της ΑΓ.ΑΝΝΗΣ,37.970127826,23.677945148,0
020024,020024,ΦΡΑΓΚΟΥ,Επί της ΑΓ.ΑΝΝΗΣ,37.964600827,23.670671954,0
020025,020025,ΣΙΔΕΡΑ,Επί της ΑΓ.ΙΩΑΝΝΟΥ ΡΕΝΤΗ,37.962406036,23.672229974,0
020026,020026,ΠΕΡΙΚΛΕΟΥΣ,Επί της ΛΕΩΦ.ΦΛΕΜΙΝΓΚ,37.959910038,23.672434588,0
020028,020028,ΣΙΔΕΡΑ,Επί της ΑΓ.ΙΩΑΝΝΟΥ ΡΕΝΤΗ,37.963332795,23.671668034,0
020029,020029,ΦΡΑΓΚΟΥ,Επί της ΑΓ.ΑΝΝΗΣ,37.964249966,23.670901206,0
020032,020032,ΛΕΓΑΚΗ,Επί της ΑΓ.ΑΝΝΗΣ,37.968810216,23.677313347,0
020033,020033,ΣΧΟΛΕΙΟ,Επί της ΑΓ.ΑΝΝΗΣ,37.970464160,23.678991118,0
020034,020034,ΟΛΥΜΠΙΑΚΟΣ,Επί της ΑΓ.ΑΝΝΗΣ,37.973674373,23.682916591,0
020036,020036,ΜΩΡΟΣ,Επί της ΛΕΩΦ.ΚΗΦΙΣΟΥ,37.958485838,23.675628252,0
020037,020037,ΛΑΧΑΝΑΓΟΡΑ,Επί της ΛΕΩΦ.ΚΗΦΙΣΟΥ,37.961237804,23.676731758,0
020038,020038,ΟΣΕ,Επί της ΛΕΩΦ.ΚΗΦΙΣΟΥ,37.963024614,23.677554962,0
020039,020039,ΛΕΓΑΚΗ,Επί της ΣΥΝΔ.ΚΛΑΔΟΥ ΓΕΦ. ΑΓ.ΑΝΝΗΣ,37.969403808,23.676855347,0
020041,020041,ΠΛ.ΡΕΝΤΗ,Επί της ΜΠΙΧΑΚΗ,37.961787827,23.673553249,0
020042,020042,ΣΧΟΛΕΙΟ,Επί της ΠΛ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,37.957814246,23.670713642,0
020043,020043,ΚΑΠΗ,Επί της ΛΕΩΦ.ΦΛΕΜΙΝΓΚ,37.955126845,23.670156497,0
020044,020044,ΛΑΧΑΝΑΓΟΡΑ,Επί της ΠΑΡΑΠΛΕΥΡΟΣ ΛΕΩΦ.ΚΗΦΙΣΟΥ,37.961560730,23.676172535,0
020045,020045,ΓΕΦΥΡΑ,Επί της ΑΘΗΝΩΝ-ΠΕΙΡΑΙΩΣ,37.954711504,23.673117874,0
020046,020046,ΙΟΝ,Επί της ΑΘΗΝΩΝ-ΠΕΙΡΑΙΩΣ,37.953656773,23.669810209,0
020047,020047,ΑΓ.ΠΑΥΛΟΣ,Επί της ΘΗΒΩΝ,37.963059779,23.658088070,0
020048,020048,ΦΟΥΡΝΟΣ,Επί της ΘΗΒΩΝ,37.963927250,23.658858172,0
020049,020049,ΚΕΡΑΝΗΣ,Επί της ΘΗΒΩΝ,37.966638114,23.661281937,0
020050,020050,ΜΕΘΕΝΙΤΗ,Επί της ΘΗΒΩΝ,37.969051638,23.663752775,0
020052,020052,ΠΛΑΣΤΙΓΓΕΣ,Επί της ΘΗΒΩΝ,37.971983964,23.664855173,0
020053,020053,ΥΠΟΥΡΓΕΙΟ,Επί της ΘΗΒΩΝ,37.973934181,23.666064580,0
020054,020054,Γ'ΝΕΚΡΟΤΑΦΕΙΟ,Επί της ΘΗΒΩΝ,37.975831339,23.667638644,0
020055,020055,ΦΙΞ,Επί της Π.ΡΑΛΛΗ,37.976134563,23.669698156,0
020056,020056,ΚΑΝ-ΚΑΝ,Επί της Π.ΡΑΛΛΗ,37.976150285,23.675345582,0
020058,020058,ΕΡΓΑΤΙΚΕΣ ΠΟΛΥΚΑΤΟΙΚΙΕΣ,Επί της Π.ΡΑΛΛΗ,37.976172532,23.683509307,0
020059,020059,ΠΛ.ΡΕΝΤΗ,Επί της ΑΡ.ΚΑΜΠΑΝΗ,37.961122523,23.674148150,0
020060,020060,ΑΦΕΤΗΡΙΑ(ΠΛ.ΡΕΝΤΗ),Επί της ΠΛ.ΑΓ.ΙΩΑΝΝΟΥ ΡΕΝΤΗ,37.961828069,23.675067126,0
020061,020061,1η ΜΑΚΡΥΓΙΑΝΝΗ,Επί της ΜΑΚΡΥΓΙΑΝΝΗ,37.963901136,23.659177050,0
020062,020062,2η ΛΑΧΑΝΑΓΟΡΑ,Επί της ΤΖΩΝ ΚΕΝΝΕΝΤΥ,37.961081756,23.682310482,0
020063,020063,ΑΡΑΠΗ,Επί της ΑΓ.ΑΝΝΗΣ,37.966018757,23.671712997,0
020065,020065,ΠΥΡΟΣΒΕΣΤΙΚΗ,Επί της ΜΑΚΡΥΓΙΑΝΝΗ,37.965585398,23.665055024,0
020067,020067,1η ΜΑΚΡΥΓΙΑΝΝΗ,Επί της ΜΑΚΡΥΓΙΑΝΝΗ,37.963549242,23.659042067,0
020068,020068,2η ΜΑΚΡΥΓΙΑΝΝΗ,Επί της ΜΑΚΡΥΓΙΑΝΝΗ,37.964532533,23.662475574,0
020069,020069,ΠΥΡΟΣΒΕΣΤΙΚΗ,Επί της ΘΕΣΣΑΛΟΝΙΚΗΣ,37.965253092,23.665466372,0
020070,020070,1η ΘΕΣΣΑΛΟΝΙΚΗΣ,Επί της ΘΕΣΣΑΛΟΝΙΚΗΣ,37.965114021,23.667277118,0
020071,020071,ΑΡΑΠΗ,Επί της ΑΓ.ΑΝΝΗΣ,37.966090256,23.671496372,0
020073,020073,ΟΣΕ,Επί της ΠΑΡΑΠΛΕΥΡΟΣ ΛΕΩΦ.ΚΗΦΙΣΟΥ,37.964168392,23.677242586,0
020074,020074,ΚΟΤΖΙΑ,Επί της ΛΕΩΦ.ΚΗΦΙΣΟΥ,37.958420203,23.674706490,0
020075,020075,ΔΗΜΗΤΡΑΤΟΥ,Επί της ΛΕΩΦ.ΚΗΦΙΣΟΥ,37.956922571,23.674166705,0
020076,020076,ΓΕΦΥΡΑ ΑΓ.ΑΝΝΗΣ,Επί της ΛΕΩΦ.ΚΗΦΙΣΟΥ,37.970104956,23.676180550,0
020078,020078,ΜΑΚΡΥΓΙΑΝΝΗ,Επί της ΜΑΚΡΥΓΙΑΝΝΗ,37.967104715,23.670068767,0
020079,020079,ΠΛ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,Επί της ΠΛ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,37.957075899,23.670967367,0
020080,020080,ΠΟΛΥΚΑΤΟΙΚΙΕΣ,Επί της ΛΕΩΦ.ΦΛΕΜΙΝΓΚ,37.959721245,23.672606179,0
020081,020081,ΟΑΕΔ,Επί της Π.ΡΑΛΛΗ,37.976112575,23.678021476,0
020082,020082,2η ΜΑΚΡΥΓΙΑΝΝΗ,Επί της ΜΑΚΡΥΓΙΑΝΝΗ,37.964574522,23.661405259,0
020087,020087,ΠΛ.ΑΓ.ΙΩΑΝΝΟΥ ΡΕΝΤΗ,Επί της ΠΛ.ΑΓ.ΙΩΑΝΝΟΥ ΡΕΝΤΗ,37.962177300,23.674245945,0
020088,020088,ΠΑΛΑΙΟΛΟΓΟΥ,Επί της ΠΑΛΑΙΛΟΓΟΥ,37.962911862,23.675882001,0
020089,020089,ΠΕΤΡΟΥ ΡΑΛΛΗ,Επί της ΡΕΜΑΤΟΣ ΚΑΝΑΠΙΤΣΕΡΙ,37.975215455,23.669770591,0
020090,020090,ΑΜΑΞΟΣΤΑΣΙΟ,Επί της ΧΩΡΟΣ ΑΜΑΞΟΣΤΑΣΙΟΥ,37.971618762,23.669570380,0
020091,020091,ΑΜΑΞΟΣΤΑΣΙΟ,Επί της ΠΑΡΝΑΣΣΟΥ,37.973512302,23.669869306,0
020092,020092,ΠΑΡΝΑΣΣΟΥ,Επί της ΠΑΡΝΑΣΣΟΥ,37.974586647,23.667314067,0
020860,020860,ΘΗΒΩΝ,Επί της ΘΕΣΣΑΛΟΝΙΚΗΣ,37.965847219,23.662059715,0
030001,030001,9η ΜΕΣΟΓΕΙΩΝ,Επί της ΜΕΣΟΓΕΙΩΝ,38.010756860,23.810056372,0
030002,030002,ΤΟΜΠΡΑ,Επί της ΜΕΣΟΓΕΙΩΝ,38.011409892,23.812617789,0
030003,030003,11η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΜΕΣΟΓΕΙΩΝ,38.011818645,23.814621675,0
030004,030004,12η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΜΕΣΟΓΕΙΩΝ,38.012453287,23.817012339,0
030005,030005,ΠΛ.ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΜΕΣΟΓΕΙΩΝ,38.013450917,23.821053976,0
030006,030006,ΕΡΤ,Επί της ΜΕΣΟΓΕΙΩΝ,38.013720129,23.826282213,0
030007,030007,ΠΛ.ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΜΕΣΟΓΕΙΩΝ,38.013223597,23.819744466,0
030008,030008,ΙΚΑ,Επί της ΜΕΣΟΓΕΙΩΝ,38.013680261,23.829836585,0
030009,030009,ΔΗΜΗΤΡΑΣ,Επί της ΜΕΣΟΓΕΙΩΝ,38.012920438,23.834224184,0
030010,030010,ΓΕΛΑΔΑΚΗ,Επί της ΜΕΣΟΓΕΙΩΝ,38.012077120,23.837005651,0
030011,030011,ΣΤΑΥΡΟΣ,Επί της ΜΕΣΟΓΕΙΩΝ,38.011170910,23.839980846,0
030012,030012,ΓΕΛΑΔΑΚΗ,Επί της ΜΕΣΟΓΕΙΩΝ,38.012159526,23.837939586,0
030013,030013,ΔΗΜΗΤΡΑΣ,Επί της ΜΕΣΟΓΕΙΩΝ,38.013209329,23.834565289,0
030014,030014,ΙΚΑ,Επί της ΜΕΣΟΓΕΙΩΝ,38.014049192,23.829425621,0
030015,030015,ΣΑΛΑΜΙΝΟΣ,Επί της ΜΕΣΟΓΕΙΩΝ,38.014028592,23.827659914,0
030016,030016,ΚΕΑΣ,Επί της ΑΛΕΞ.ΠΑΝΑΓΟΥΛΗ,38.015265387,23.841942790,0
030017,030017,ΠΛ.ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΜΕΣΟΓΕΙΩΝ,38.013457108,23.819208476,0
030018,030018,4η ΔΕΡΒΕΝΑΚΙΩΝ,Επί της ΔΕΡΒΕΝΑΚΙΩΝ,38.020431631,23.830367838,0
030019,030019,11η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΜΕΣΟΓΕΙΩΝ,38.012686714,23.816430779,0
030020,030020,ΤΟΜΠΡΑ,Επί της ΜΕΣΟΓΕΙΩΝ,38.011388930,23.810783801,0
030021,030021,9η ΜΕΣΟΓΕΙΩΝ,Επί της ΜΕΣΟΓΕΙΩΝ,38.010275406,23.807733772,0
030022,030022,ΤΟΜΠΡΑ,Επί της ΗΠΕΙΡΟΥ,38.010741782,23.811890436,0
030023,030023,1η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΕΛ.ΒΕΝΙΖΕΛΟΥ,38.006722513,23.812174085,0
030024,030024,2η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΕΛ.ΒΕΝΙΖΕΛΟΥ,38.004217246,23.812362723,0
030025,030025,3η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΕΛ.ΒΕΝΙΖΕΛΟΥ,38.002289685,23.813107995,0
030026,030026,4η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΠΑΤΡΙΑΡΧΟΥ ΓΡΗΓΟΡΙΟΥ Ε',37.999735730,23.816725029,0
030027,030027,5η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΠΕΛΟΠΟΝΝΗΣΟΥ,38.001046500,23.819250338,0
030028,030028,6η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΠΕΛΟΠΟΝΝΗΣΟΥ,38.002526554,23.820522406,0
030029,030029,7η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΠΕΛΟΠΟΝΝΗΣΟΥ,38.004539246,23.822385543,0
030030,030030,8η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΕΛΒΕΤΙΑΣ,38.004795938,23.825278121,0
030031,030031,9η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΕΛΒΕΤΙΑΣ,38.006195851,23.827256791,0
030032,030032,3η ΕΙΡΗΝΗΣ,Επί της ΕΙΡΗΝΗΣ,38.010966726,23.817369170,0
030033,030033,2η ΕΙΡΗΝΗΣ,Επί της ΕΙΡΗΝΗΣ,38.008545817,23.819664791,0
030034,030034,1η ΕΙΡΗΝΗΣ,Επί της ΕΙΡΗΝΗΣ,38.006358867,23.821743270,0
030035,030035,ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΑΓ.ΙΩΑΝΝΟΥ,38.012415588,23.821808346,0
030036,030036,12η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΑΓ.ΙΩΑΝΝΟΥ,38.010786763,23.823464052,0
030037,030037,11η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΑΓ.ΙΩΑΝΝΟΥ,38.009058876,23.825188266,0
030038,030038,10η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΑΓ.ΙΩΑΝΝΟΥ,38.006700568,23.827255607,0
030039,030039,9η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΑΝΘΓΟΥ ΤΑΣΣΟΠΟΥΛΟΥ,38.005844653,23.827462647,0
030040,030040,8η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΑΝΘΓΟΥ ΤΑΣΣΟΠΟΥΛΟΥ,38.004823416,23.825574210,0
030041,030041,7η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΠΕΛΟΠΟΝΝΗΣΟΥ,38.004646952,23.822089129,0
030042,030042,6η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΠΕΛΟΠΟΝΝΗΣΟΥ,38.002426804,23.820123993,0
030043,030043,5η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΠΕΛΟΠΟΝΝΗΣΟΥ,38.001073258,23.819068033,0
030044,030044,4η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΠΑΤΡΙΑΡΧΟΥ ΓΡΗΓΟΡΙΟΥ Ε',38.000059800,23.816473647,0
030045,030045,3η ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,Επί της ΕΛ.ΒΕΝΙΖΕΛΟΥ,38.002732144,23.813630822,0
